PLAYER_NAME,GAME_DATE,PROP_LINE,PROP_LINE_Z,LINE_VS_RECENT,LABEL,PTS_t0,TS_PCT_t0,EFG_PCT_t0,USG_PCT_t0,OPP_DRTG_t0,MIN_t0,HOME_AWAY_t0,DAYS_REST_t0,PTS_t1,TS_PCT_t1,EFG_PCT_t1,USG_PCT_t1,OPP_DRTG_t1,MIN_t1,HOME_AWAY_t1,DAYS_REST_t1,PTS_t2,TS_PCT_t2,EFG_PCT_t2,USG_PCT_t2,OPP_DRTG_t2,MIN_t2,HOME_AWAY_t2,DAYS_REST_t2,PTS_t3,TS_PCT_t3,EFG_PCT_t3,USG_PCT_t3,OPP_DRTG_t3,MIN_t3,HOME_AWAY_t3,DAYS_REST_t3,PTS_t4,TS_PCT_t4,EFG_PCT_t4,USG_PCT_t4,OPP_DRTG_t4,MIN_t4,HOME_AWAY_t4,DAYS_REST_t4
Andrew Wiggins,2023-11-03,12.5,-0.5723286700879524,0.16629847651097027,1,-0.7362487316131592,-0.961402177810669,-0.9793668985366821,-0.24219129979610443,-0.044583551585674286,-0.27126848697662354,0.9607689380645752,0.19859708845615387,-0.5850682854652405,-0.8365738391876221,-0.6800283789634705,0.7746424078941345,0.18156489729881287,-0.27126848697662354,-1.0408329963684082,0.19859708845615387,-0.28270742297172546,-0.020258059725165367,-0.2983717918395996,0.2200058400630951,-0.3353458344936371,-0.08920909464359283,-1.0408329963684082,-0.4032122790813446,-0.8874291181564331,-0.1758890151977539,0.3583020567893982,0.543543815612793,-0.6261081099510193,-1.5456840991973877,-1.0408329963684082,-1.005021572113037,-0.13152697682380676,0.6409786939620972,0.5771933197975159,-0.05731244385242462,0.18156489729881287,-0.6353872418403625,0.9607689380645752,-0.4032122790813446
Andrew Wiggins,2023-11-05,13.5,-0.43358817319205295,0.10582630323425372,0,-0.5850682854652405,-0.8365738391876221,-0.6800283789634705,0.7746424078941345,0.18156489729881287,-0.27126848697662354,-1.0408329963684082,0.19859708845615387,-0.28270742297172546,-0.020258059725165367,-0.2983717918395996,0.2200058400630951,-0.3353458344936371,-0.08920909464359283,-1.0408329963684082,-0.4032122790813446,-0.8874291181564331,-0.1758890151977539,0.3583020567893982,0.543543815612793,-0.6261081099510193,-1.5456840991973877,-1.0408329963684082,-1.005021572113037,-0.13152697682380676,0.6409786939620972,0.5771933197975159,-0.05731244385242462,0.18156489729881287,-0.6353872418403625,0.9607689380645752,-0.4032122790813446,0.32201433181762695,0.2943060100078583,0.2588060200214386,0.17378611862659454,-0.9168704152107239,-0.27126848697662354,-1.0408329963684082,-0.4032122790813446
Andrew Wiggins,2023-11-06,12.5,-0.5723286700879524,0.045354129957537466,0,-0.28270742297172546,-0.020258059725165367,-0.2983717918395996,0.2200058400630951,-0.3353458344936371,-0.08920909464359283,-1.0408329963684082,-0.4032122790813446,-0.8874291181564331,-0.1758890151977539,0.3583020567893982,0.543543815612793,-0.6261081099510193,-1.5456840991973877,-1.0408329963684082,-1.005021572113037,-0.13152697682380676,0.6409786939620972,0.5771933197975159,-0.05731244385242462,0.18156489729881287,-0.6353872418403625,0.9607689380645752,-0.4032122790813446,0.32201433181762695,0.2943060100078583,0.2588060200214386,0.17378611862659454,-0.9168704152107239,-0.27126848697662354,-1.0408329963684082,-0.4032122790813446,-1.0386096239089966,-0.9830945730209351,-0.6550835371017456,-1.2128052711486816,-0.5614942908287048,-0.45332786440849304,-1.0408329963684082,-0.4032122790813446
Andrew Wiggins,2023-11-08,12.5,-0.5723286700879524,0.31747890970276144,0,-0.8874291181564331,-0.1758890151977539,0.3583020567893982,0.543543815612793,-0.6261081099510193,-1.5456840991973877,-1.0408329963684082,-1.005021572113037,-0.13152697682380676,0.6409786939620972,0.5771933197975159,-0.05731244385242462,0.18156489729881287,-0.6353872418403625,0.9607689380645752,-0.4032122790813446,0.32201433181762695,0.2943060100078583,0.2588060200214386,0.17378611862659454,-0.9168704152107239,-0.27126848697662354,-1.0408329963684082,-0.4032122790813446,-1.0386096239089966,-0.9830945730209351,-0.6550835371017456,-1.2128052711486816,-0.5614942908287048,-0.45332786440849304,-1.0408329963684082,-0.4032122790813446,-1.6433312892913818,-1.9954265356063843,-1.6279336214065552,0.035126980394124985,1.344614028930664,-1.1815654039382935,-1.0408329963684082,-1.005021572113037
Andrew Wiggins,2023-11-11,12.5,-0.5723286700879524,0.25700673642604493,1,-0.13152697682380676,0.6409786939620972,0.5771933197975159,-0.05731244385242462,0.18156489729881287,-0.6353872418403625,0.9607689380645752,-0.4032122790813446,0.32201433181762695,0.2943060100078583,0.2588060200214386,0.17378611862659454,-0.9168704152107239,-0.27126848697662354,-1.0408329963684082,-0.4032122790813446,-1.0386096239089966,-0.9830945730209351,-0.6550835371017456,-1.2128052711486816,-0.5614942908287048,-0.45332786440849304,-1.0408329963684082,-0.4032122790813446,-1.6433312892913818,-1.9954265356063843,-1.6279336214065552,0.035126980394124985,1.344614028930664,-1.1815654039382935,-1.0408329963684082,-1.005021572113037,-0.5850682854652405,-0.9778240919113159,-1.1290361881256104,0.6822029948234558,-0.496880441904068,0.09285028278827667,-1.0408329963684082,-0.4032122790813446
Andrew Wiggins,2023-11-12,12.5,-0.5723286700879524,0.2872428230644033,0,0.32201433181762695,0.2943060100078583,0.2588060200214386,0.17378611862659454,-0.9168704152107239,-0.27126848697662354,-1.0408329963684082,-0.4032122790813446,-1.0386096239089966,-0.9830945730209351,-0.6550835371017456,-1.2128052711486816,-0.5614942908287048,-0.45332786440849304,-1.0408329963684082,-0.4032122790813446,-1.6433312892913818,-1.9954265356063843,-1.6279336214065552,0.035126980394124985,1.344614028930664,-1.1815654039382935,-1.0408329963684082,-1.005021572113037,-0.5850682854652405,-0.9778240919113159,-1.1290361881256104,0.6822029948234558,-0.496880441904068,0.09285028278827667,-1.0408329963684082,-0.4032122790813446,-0.28270742297172546,-0.1884349137544632,0.2366957813501358,-0.3808504343032837,-0.5614942908287048,0.09285028278827667,0.9607689380645752,0.19859708845615387
Andrew Wiggins,2023-11-14,12.5,-0.5723286700879524,0.6198397760863438,0,-1.0386096239089966,-0.9830945730209351,-0.6550835371017456,-1.2128052711486816,-0.5614942908287048,-0.45332786440849304,-1.0408329963684082,-0.4032122790813446,-1.6433312892913818,-1.9954265356063843,-1.6279336214065552,0.035126980394124985,1.344614028930664,-1.1815654039382935,-1.0408329963684082,-1.005021572113037,-0.5850682854652405,-0.9778240919113159,-1.1290361881256104,0.6822029948234558,-0.496880441904068,0.09285028278827667,-1.0408329963684082,-0.4032122790813446,-0.28270742297172546,-0.1884349137544632,0.2366957813501358,-0.3808504343032837,-0.5614942908287048,0.09285028278827667,0.9607689380645752,0.19859708845615387,-1.3409703969955444,-0.9295032024383545,-0.4234525263309479,-1.8136615753173828,-1.7568503618240356,-0.6353872418403625,0.9607689380645752,-1.005021572113037
Andrew Wiggins,2023-11-16,14.5,-0.29484767629615344,0.8919645558315681,0,-1.6433312892913818,-1.9954265356063843,-1.6279336214065552,0.035126980394124985,1.344614028930664,-1.1815654039382935,-1.0408329963684082,-1.005021572113037,-0.5850682854652405,-0.9778240919113159,-1.1290361881256104,0.6822029948234558,-0.496880441904068,0.09285028278827667,-1.0408329963684082,-0.4032122790813446,-0.28270742297172546,-0.1884349137544632,0.2366957813501358,-0.3808504343032837,-0.5614942908287048,0.09285028278827667,0.9607689380645752,0.19859708845615387,-1.3409703969955444,-0.9295032024383545,-0.4234525263309479,-1.8136615753173828,-1.7568503618240356,-0.6353872418403625,0.9607689380645752,-1.005021572113037,-0.8874291181564331,-1.4120622873306274,-1.1739369630813599,1.0981804132461548,-1.7568503618240356,-0.08920909464359283,0.9607689380645752,-0.4032122790813446
Andrew Wiggins,2023-11-20,13.5,-0.43358817319205295,0.49889542953291105,0,-0.5850682854652405,-0.9778240919113159,-1.1290361881256104,0.6822029948234558,-0.496880441904068,0.09285028278827667,-1.0408329963684082,-0.4032122790813446,-0.28270742297172546,-0.1884349137544632,0.2366957813501358,-0.3808504343032837,-0.5614942908287048,0.09285028278827667,0.9607689380645752,0.19859708845615387,-1.3409703969955444,-0.9295032024383545,-0.4234525263309479,-1.8136615753173828,-1.7568503618240356,-0.6353872418403625,0.9607689380645752,-1.005021572113037,-0.8874291181564331,-1.4120622873306274,-1.1739369630813599,1.0981804132461548,-1.7568503618240356,-0.08920909464359283,0.9607689380645752,-0.4032122790813446,-0.4338878393173218,-0.44624367356300354,-0.23102062940597534,1.3986085653305054,-0.9168704152107239,-0.45332786440849304,0.9607689380645752,-0.4032122790813446
Andrew Wiggins,2023-11-22,12.5,-0.5723286700879524,0.31747890970276144,0,-0.28270742297172546,-0.1884349137544632,0.2366957813501358,-0.3808504343032837,-0.5614942908287048,0.09285028278827667,0.9607689380645752,0.19859708845615387,-1.3409703969955444,-0.9295032024383545,-0.4234525263309479,-1.8136615753173828,-1.7568503618240356,-0.6353872418403625,0.9607689380645752,-1.005021572113037,-0.8874291181564331,-1.4120622873306274,-1.1739369630813599,1.0981804132461548,-1.7568503618240356,-0.08920909464359283,0.9607689380645752,-0.4032122790813446,-0.4338878393173218,-0.44624367356300354,-0.23102062940597534,1.3986085653305054,-0.9168704152107239,-0.45332786440849304,0.9607689380645752,-0.4032122790813446,-0.4338878393173218,-0.15527787804603577,-0.5902268290519714,-0.7274982929229736,-0.3353458344936371,0.2749096751213074,0.9607689380645752,0.8004064559936523
